Date,Price,Volume
2021-05-01 00:00:11.250000-07:00,1.24226749981341,410131439.1177509
2021-05-01 00:05:04.369000-07:00,1.24299615906256,409534284.4893
2021-05-01 00:10:04.080000-07:00,1.24094170049231,408984728.4302425
2021-05-01 00:15:04.140000-07:00,1.23825065539559,409684332.74172974
2021-05-01 00:20:04.304000-07:00,1.2416053926213,410412749.6957046
2021-05-01 00:25:04.427000-07:00,1.24295494921495,412079168.0873497
2021-05-01 00:30:04.060000-07:00,1.24306447092083,412037085.8570251
2021-05-01 00:35:04.198000-07:00,1.24655570603426,413300808.8103721
2021-05-01 00:40:04.181000-07:00,1.24609451832924,413777270.8691818
2021-05-01 00:45:03.994000-07:00,1.24606482526788,414692817.1590736
2021-05-01 00:50:03.833000-07:00,1.24840183280172,416632567.4275016
2021-05-01 00:55:03.641000-07:00,1.24618720648439,416863066.1956611
2021-05-01 01:00:06.275000-07:00,1.24638040950554,416932670.1415357
2021-05-01 01:05:03.545000-07:00,1.24981337281309,417469503.5885934
2021-05-01 01:10:03.571000-07:00,1.25354012136312,417047555.1386454
2021-05-01 01:15:08.533000-07:00,1.25762987172118,417710565.2077464
2021-05-01 01:20:04.768000-07:00,1.25993426921638,418218621.70037854
2021-05-01 01:25:03.836000-07:00,1.26474066424617,419232679.4897764
2021-05-01 01:30:03.967000-07:00,1.2726585743413,422030040.7429772
2021-05-01 01:35:04.696000-07:00,1.27296701816559,423266131.76408553
2021-05-01 01:40:04.227000-07:00,1.26782922687626,424154199.127109
2021-05-01 01:45:04.294000-07:00,1.26084052260615,424089766.60414094
2021-05-01 01:50:04.276000-07:00,1.25923186547153,424955929.66247934
2021-05-01 01:55:04.150000-07:00,1.25929427255154,425641382.049475
2021-05-01 02:00:07.423000-07:00,1.25478659412409,426622700.3093666
2021-05-01 02:05:03.739000-07:00,1.24658774452515,426865331.9512832
2021-05-01 02:10:03.737000-07:00,1.23995835646017,427073595.7206708
2021-05-01 02:15:03.580000-07:00,1.24036424205211,428452978.518168
2021-05-01 02:20:03.602000-07:00,1.23689936763261,429142667.655038
2021-05-01 02:25:03.439000-07:00,1.24050146837305,430453611.5405928
2021-05-01 02:30:05.281000-07:00,1.24131517750165,432093122.5939044
2021-05-01 02:35:04.295000-07:00,1.24529982559206,433383366.0694072
2021-05-01 02:40:04.249000-07:00,1.2478819341557,434344189.5817856
2021-05-01 02:45:04.103000-07:00,1.2490851056575,434580206.5804665
2021-05-01 02:50:04.054000-07:00,1.24792620678437,435703161.721588
2021-05-01 02:55:03.978000-07:00,1.2448270414481,435747129.349296
2021-05-01 03:00:05.099000-07:00,1.24383052118995,436838559.5040841
2021-05-01 03:05:04.227000-07:00,1.24219129184806,436962260.11405534
2021-05-01 03:10:04.156000-07:00,1.24198298705469,437722200.94405645
2021-05-01 03:15:04.267000-07:00,1.24409553135347,438345554.46241647
2021-05-01 03:20:03.643000-07:00,1.24129504892576,438799785.2408389
2021-05-01 03:25:03.556000-07:00,1.24431760491858,439651142.4633325
2021-05-01 03:30:04.331000-07:00,1.24329614790205,440501787.95067376
2021-05-01 03:35:03.403000-07:00,1.24588865838903,441212468.590148
2021-05-01 03:40:04.339000-07:00,1.24627969954729,442455516.9364917
2021-05-01 03:45:04.151000-07:00,1.24842809287386,442693624.2650647
2021-05-01 03:50:04.022000-07:00,1.2472347332377,442131454.2390219
2021-05-01 03:55:03.858000-07:00,1.2542262343587,441387747.5117368
2021-05-01 04:00:08.304000-07:00,1.25043464208701,442647924.9180632
2021-05-01 04:05:04.259000-07:00,1.2542975513169,442515201.34514713
2021-05-01 04:10:04.304000-07:00,1.25616349967445,442800858.3925859
2021-05-01 04:15:04.212000-07:00,1.25880766237122,443573914.4185684
2021-05-01 04:20:04.412000-07:00,1.26021955749658,444590836.772378
2021-05-01 04:25:04.359000-07:00,1.25928662018078,445143399.5638754
2021-05-01 04:30:04.686000-07:00,1.25974381010811,446152823.85451376
2021-05-01 04:35:03.875000-07:00,1.25939752915491,444062206.83806616
2021-05-01 04:40:03.853000-07:00,1.25948593395058,445307730.8103066
2021-05-01 04:45:03.780000-07:00,1.25861876560476,446369978.1340149
2021-05-01 04:50:03.723000-07:00,1.25976623537783,447048960.1987732
2021-05-01 04:55:03.646000-07:00,1.26011065431425,446657143.5317081
2021-05-01 05:00:03.956000-07:00,1.26059277041704,446991226.3674578
2021-05-01 05:05:04.201000-07:00,1.25782576768755,447311212.6135017
2021-05-01 05:10:04.245000-07:00,1.2615777900724,446293325.1047912
2021-05-01 05:15:04.091000-07:00,1.26087599331344,447153063.94658905
2021-05-01 05:20:04.160000-07:00,1.25954790125415,448673276.1340596
2021-05-01 05:25:04.071000-07:00,1.25905996939622,449085459.86183536
2021-05-01 05:30:05.304000-07:00,1.25938254628014,449653987.90000886
2021-05-01 05:35:03.454000-07:00,1.25636071764614,449683244.3419768
2021-05-01 05:40:04.526000-07:00,1.2555042569528,450657128.5341114
2021-05-01 05:45:04.354000-07:00,1.2555670633493,451524615.14727175
2021-05-01 05:50:04.217000-07:00,1.25543076870222,451538302.332181
2021-05-01 05:55:04.003000-07:00,1.25493157742351,453097161.78194535
2021-05-01 06:00:04.725000-07:00,1.25268503975062,455399620.1738726
2021-05-01 06:05:03.704000-07:00,1.25298941766189,457003892.33915496
2021-05-01 06:10:03.989000-07:00,1.2531293015892,457241484.1979752
2021-05-01 06:15:04.074000-07:00,1.25428958571574,458662040.8228664
2021-05-01 06:20:04.186000-07:00,1.25536774599056,459778765.80815566
